name,author,instruments,domain,file_urls,files
L'Esclave,E. Lalo (1823–1892),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/LaloE/lalo-lesclave/lalo-lesclave.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/LaloE/lalo-lesclave/lalo-lesclave.mid', 'path': 'LESCLAVE.mid', 'checksum': 'b36e0256133f314aed2c3315e3157abd', 'status': 'downloaded'}]"
"Consolation, S.172 No.3",F. Liszt (1811–1886),Piano,Creative Commons Attribution 3.0,https://www.mutopiaproject.org/ftp/LisztF/S.172/liszt-consolation-no3/liszt-consolation-no3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/LisztF/S.172/liszt-consolation-no3/liszt-consolation-no3.mid', 'path': 'CONSOLATION_S172_NO3.mid', 'checksum': '773d6f11553c43e7efacd61dd4c3dd8b', 'status': 'downloaded'}]"
Inquiétude,F. Mendelssohn-Bartholdy (1809–1847),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O19/5.Inquietude/5.Inquietude.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O19/5.Inquietude/5.Inquietude.mid', 'path': 'INQUITUDE.mid', 'checksum': 'b384f5d390b66dbd83853965facba420', 'status': 'uptodate'}]"
Variations d'automne,S. Magnenat (1980–),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/MagnenatS/variations-automne/variations-automne.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MagnenatS/variations-automne/variations-automne.mid', 'path': 'VARIATIONS_DAUTOMNE.mid', 'checksum': '1ec5cff0f5be749c02e56d2df91c5b2d', 'status': 'downloaded'}]"
"Lieder ohne Worte: Venetianisches Gondellied, Op.30 No.6",F. Mendelssohn-Bartholdy (1809–1847),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O30/LiederOhneWorte_-_Op30_No6/LiederOhneWorte_-_Op30_No6.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O30/LiederOhneWorte_-_Op30_No6/LiederOhneWorte_-_Op30_No6.mid', 'path': 'LIEDER_OHNE_WORTE_VENETIANISCHES_GONDELLIED_OP30_NO6.mid', 'checksum': 'c979338a349ddfa303ffed5a28ad5340', 'status': 'downloaded'}]"
"Lieder ohne Worte: Venetianisches Gondellied, Op.19 No.6",F. Mendelssohn-Bartholdy (1809–1847),Piano,Creative Commons Attribution 3.0,https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O19/Lieder-ohne-Worte-Venetianisches-Gondellied-Op19-No6/Lieder-ohne-Worte-Venetianisches-Gondellied-Op19-No6.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O19/Lieder-ohne-Worte-Venetianisches-Gondellied-Op19-No6/Lieder-ohne-Worte-Venetianisches-Gondellied-Op19-No6.mid', 'path': 'LIEDER_OHNE_WORTE_VENETIANISCHES_GONDELLIED_OP19_NO6.mid', 'checksum': '14c52c662fdcd206be7818890490e14f', 'status': 'downloaded'}]"
Vase,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/KumarR/vase/vase.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/vase/vase.mid', 'path': 'VASE.mid', 'checksum': 'a6e1dffac9860047314fb5a05bc5b410', 'status': 'downloaded'}]"
"Lieder ohne Worte, Op.85 No.1",F. Mendelssohn-Bartholdy (1809–1847),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O85/LiederOhneWorte_-_Op85_No1/LiederOhneWorte_-_Op85_No1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O85/LiederOhneWorte_-_Op85_No1/LiederOhneWorte_-_Op85_No1.mid', 'path': 'LIEDER_OHNE_WORTE_OP85_NO1.mid', 'checksum': 'b59d738355dace5792dc04f16a95a37e', 'status': 'downloaded'}]"
"Lied Ohne Worte - Opus 102, No. 3",F. Mendelssohn-Bartholdy (1809–1847),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O102/SongWW_opus102no3/SongWW_opus102no3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O102/SongWW_opus102no3/SongWW_opus102no3.mid', 'path': 'LIED_OHNE_WORTE__OPUS_102_NO_3.mid', 'checksum': '8ac0b5efbf600743c37240bccedcb518', 'status': 'downloaded'}]"
"Lied Ohne Worte - Opus 53, No. 5 - Volkslied",F. Mendelssohn-Bartholdy (1809–1847),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O53/SongWW_opus53no5/SongWW_opus53no5.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O53/SongWW_opus53no5/SongWW_opus53no5.mid', 'path': 'LIED_OHNE_WORTE__OPUS_53_NO_5__VOLKSLIED.mid', 'checksum': 'bf538a6b9ed0dd292c88a775681def69', 'status': 'downloaded'}]"
La Bayadère - Allegretto delicato,L. A. Minkus (1826–1917),Piano and Flute,Public Domain,https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-allegretto/bayadere-allegretto.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-allegretto/bayadere-allegretto.mid', 'path': 'LA_BAYADRE__ALLEGRETTO_DELICATO.mid', 'checksum': 'd9e5c11cf66bc2591e5485fb7d56b172', 'status': 'downloaded'}]"
Second Ballade,F. Liszt (1811–1886),Piano,Public Domain,https://www.mutopiaproject.org/ftp/LisztF/ballade/ballade.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/LisztF/ballade/ballade.mid', 'path': 'SECOND_BALLADE.mid', 'checksum': 'a5ab9b02be7598e8749b15c5bf5f887d', 'status': 'downloaded'}]"
La Bayadère - Acte II,L. A. Minkus (1826–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-acteII/bayadere-acteII.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-acteII/bayadere-acteII.mid', 'path': 'LA_BAYADRE__ACTE_II.mid', 'checksum': '0ac59d2bf1b2b8be3cfdabdd8e546fb6', 'status': 'downloaded'}]"
Britain's Favored Isle,J. Major (?–?),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MajorJ/favoredisle/favoredisle.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MajorJ/favoredisle/favoredisle.mid', 'path': 'BRITAINS_FAVORED_ISLE.mid', 'checksum': 'bc2244d92333f7293665be52a958aaa5', 'status': 'downloaded'}]"
La Bayadère - Variation des Ombres,L. A. Minkus (1826–1917),"Piano, Flute and Percussion",Public Domain,https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-ombres/bayadere-ombres.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-ombres/bayadere-ombres.mid', 'path': 'LA_BAYADRE__VARIATION_DES_OMBRES.mid', 'checksum': 'e968f0b05eb2c2988fa3066cace611fa', 'status': 'downloaded'}]"
The Last Rose of Summer (Martha),T. Moore (1779–1833),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MooreT/lrose/lrose.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MooreT/lrose/lrose.mid', 'path': 'THE_LAST_ROSE_OF_SUMMER_MARTHA.mid', 'checksum': 'fe7edca2c0e9963d4707652298b9d77b', 'status': 'downloaded'}]"
Sonata in C major (fragment),W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/K6deest/k6deest/k6deest.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/K6deest/k6deest/k6deest.mid', 'path': 'SONATA_IN_C_MAJOR_FRAGMENT.mid', 'checksum': '1872c6bbfc726a28ed6fb0be832683a3', 'status': 'downloaded'}]"
La Bayadère - Variation de Nikya,L. A. Minkus (1826–1917),"Piano, Flute and Horn",Public Domain,https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-nikya/bayadere-nikya.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MinkusLA/bayadere-nikya/bayadere-nikya.mid', 'path': 'LA_BAYADRE__VARIATION_DE_NIKYA.mid', 'checksum': '530c9ee37011aeee04d7fdc3bd68fa9d', 'status': 'downloaded'}]"
Fugue fragment Anh. 41 (375g),W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/Anh41/k375g/k375g.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/Anh41/k375g/k375g.mid', 'path': 'FUGUE_FRAGMENT_ANH_41_375G.mid', 'checksum': '542f13fbdeb4fcca30d21887da02dfdc', 'status': 'downloaded'}]"
O Mistress Mine,T. Morley (c.1557–1602),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MorleyT/O_Mistress_Mine/O_Mistress_Mine.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MorleyT/O_Mistress_Mine/O_Mistress_Mine.mid', 'path': 'O_MISTRESS_MINE.mid', 'checksum': '6dbdf5610a04810fc8c5ff0bd6baf507', 'status': 'downloaded'}]"
Scherzo in E minor,F. Mendelssohn-Bartholdy (1809–1847),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O16/mendelssohn-scherzo-eminor/mendelssohn-scherzo-eminor.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Mendelssohn-BartholdyF/O16/mendelssohn-scherzo-eminor/mendelssohn-scherzo-eminor.mid', 'path': 'SCHERZO_IN_E_MINOR.mid', 'checksum': '99b1d62f5b9e71ac20f8b3e13cb93658', 'status': 'downloaded'}]"
Fugue in E-flat Major KV 153/375f,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV153/k153/k153.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV153/k153/k153.mid', 'path': 'FUGUE_IN_EFLAT_MAJOR_KV_153375F.mid', 'checksum': 'f0667ae7a8647e0d14200eaaeced2be2', 'status': 'downloaded'}]"
Fugue in G Minor KV 154/385k,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV154/k154/k154.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV154/k154/k154.mid', 'path': 'FUGUE_IN_G_MINOR_KV_154385K.mid', 'checksum': 'aff52f03b208ae546284d5c507675bc8', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Variation 1,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_2_var1/KV331_1_2_var1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_2_var1/KV331_1_2_var1.mid', 'path': 'SONATE_OPUS_KV_331__VARIATION_1.mid', 'checksum': '98b79796a5e864e37b5fe3af50472387', 'status': 'downloaded'}]"
Piano Sonata in C Major - KV 309 (1st Part),W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV309/KV309_1/KV309_1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV309/KV309_1/KV309_1.mid', 'path': 'PIANO_SONATA_IN_C_MAJOR__KV_309_1ST_PART.mid', 'checksum': 'd03fd0c50d636ac881c5f8bc6e49a27b', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Variation 4,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_5_var4/KV331_1_5_var4.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_5_var4/KV331_1_5_var4.mid', 'path': 'SONATE_OPUS_KV_331__VARIATION_4.mid', 'checksum': '5a98b7898bb959b364754e16a3a93c7e', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Variation 3,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_4_var3/KV331_1_4_var3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_4_var3/KV331_1_4_var3.mid', 'path': 'SONATE_OPUS_KV_331__VARIATION_3.mid', 'checksum': '99dcde23757a2cc6e540a6e121e3e672', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Variation 5,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_6_var5/KV331_1_6_var5.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_6_var5/KV331_1_6_var5.mid', 'path': 'SONATE_OPUS_KV_331__VARIATION_5.mid', 'checksum': '503b1f98eea6ce55e83c987135ac7060', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Tema,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_1_tema/KV331_1_1_tema.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_1_tema/KV331_1_1_tema.mid', 'path': 'SONATE_OPUS_KV_331__TEMA.mid', 'checksum': '8d0be46e1f9c7dd96b71d68f9a047e53', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Variation 6,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_7_var6/KV331_1_7_var6.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_7_var6/KV331_1_7_var6.mid', 'path': 'SONATE_OPUS_KV_331__VARIATION_6.mid', 'checksum': '2637202a59fd3eda3ee6e1fcd7eb3c6a', 'status': 'downloaded'}]"
Die Zufriedenheit,W. A. Mozart (1756–1791),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV349/zufriedenheit-piano/zufriedenheit-piano.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV349/zufriedenheit-piano/zufriedenheit-piano.mid', 'path': 'DIE_ZUFRIEDENHEIT.mid', 'checksum': '7e0cdc63a7568f99a2f9a1551943c3b4', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Rondo Alla Turca,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_3_RondoAllaTurca/KV331_3_RondoAllaTurca.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_3_RondoAllaTurca/KV331_3_RondoAllaTurca.mid', 'path': 'SONATE_OPUS_KV_331__RONDO_ALLA_TURCA.mid', 'checksum': '92bf27bac4fd8ebd2507565c975669b7', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Variation 2,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_3_var2/KV331_1_3_var2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_1_3_var2/KV331_1_3_var2.mid', 'path': 'SONATE_OPUS_KV_331__VARIATION_2.mid', 'checksum': '1f62436d3ad1a0289ca1bac48f3dce7b', 'status': 'downloaded'}]"
Marche funebre KV 453a,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV453a/k453a/k453a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV453a/k453a/k453a.mid', 'path': 'MARCHE_FUNEBRE_KV_453A.mid', 'checksum': '976e3402e75d2f258ba50e7748d6f487', 'status': 'downloaded'}]"
Nel seggio placido,S. Mercadante (1795–1870),"2 Voices, Piano",Public Domain,https://www.mutopiaproject.org/ftp/MercadanteS/NelSeggioPlacido/NelSeggioPlacido.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MercadanteS/NelSeggioPlacido/NelSeggioPlacido.mid', 'path': 'NEL_SEGGIO_PLACIDO.mid', 'checksum': 'e183ff74da51873b216c98b86d7e7df9', 'status': 'downloaded'}]"
Sonate Opus KV 331 - Menuetto,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_2_1_menuetto/KV331_2_1_menuetto.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV331/KV331_2_1_menuetto/KV331_2_1_menuetto.mid', 'path': 'SONATE_OPUS_KV_331__MENUETTO.mid', 'checksum': '9d4e1229fd9fdde9beb10a664bfe26c0', 'status': 'downloaded'}]"
Die Alte,W. A. Mozart (1756–1791),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV517/k517/k517.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV517/k517/k517.mid', 'path': 'DIE_ALTE.mid', 'checksum': '4461c338ba3007c1caf9ce7f9a25d849', 'status': 'downloaded'}]"
Die Verschweigung,W. A. Mozart (1756–1791),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV518/k518/k518.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV518/k518/k518.mid', 'path': 'DIE_VERSCHWEIGUNG.mid', 'checksum': 'd72f52d19a1a0cb7981924b46917034e', 'status': 'downloaded'}]"
Als Luise die Briefe ihres ungetreuen Liebhabers verbrannte,W. A. Mozart (1756–1791),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV520/k520/k520.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV520/k520/k520.mid', 'path': 'ALS_LUISE_DIE_BRIEFE_IHRES_UNGETREUEN_LIEBHABERS_VERBRANNTE.mid', 'checksum': '4d2206d204cf32ce8b3a7d71f031486f', 'status': 'downloaded'}]"
Piano Sonata in C Minor - KV. 457 (1st Movement),W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV457/sonata1/sonata1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV457/sonata1/sonata1.mid', 'path': 'PIANO_SONATA_IN_C_MINOR__KV_457_1ST_MOVEMENT.mid', 'checksum': 'd899268bb214d618aa41c2775d976a3b', 'status': 'downloaded'}]"
Piano Sonata in C Minor - KV. 457 (2nd Movement),W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV457/sonata2/sonata2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV457/sonata2/sonata2.mid', 'path': 'PIANO_SONATA_IN_C_MINOR__KV_457_2ND_MOVEMENT.mid', 'checksum': '2699c1188dced3d0b767ead1c555bb5c', 'status': 'downloaded'}]"
Fantasy in D minor,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV397/Fantasia/Fantasia.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV397/Fantasia/Fantasia.mid', 'path': 'FANTASY_IN_D_MINOR.mid', 'checksum': '70b145b9b53d83580b7e952aaeb158a9', 'status': 'downloaded'}]"
Piano Sonata in C Minor - KV. 457 (3rd Movement),W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV457/sonata3/sonata3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV457/sonata3/sonata3.mid', 'path': 'PIANO_SONATA_IN_C_MINOR__KV_457_3RD_MOVEMENT.mid', 'checksum': '90c01b935960d009283372dc5f227393', 'status': 'downloaded'}]"
Notte e giorno (Don Giovanni),W. A. Mozart (1756–1791),"Voice (Bass), Piano",Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV527/NotteEGiorno/NotteEGiorno.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV527/NotteEGiorno/NotteEGiorno.mid', 'path': 'NOTTE_E_GIORNO_DON_GIOVANNI.mid', 'checksum': '7c333bcb073a92bbfa285516fe636e1f', 'status': 'downloaded'}]"
Das Lied der Trennung,W. A. Mozart (1756–1791),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV519/k519/k519.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV519/k519/k519.mid', 'path': 'DAS_LIED_DER_TRENNUNG.mid', 'checksum': '3a64013367200a43aefd5bf1a1e31fee', 'status': 'downloaded'}]"
Sonata Facile - First movement,W. A. Mozart (1756–1791),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/MozartWA/KV545/K545-1/K545-1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV545/K545-1/K545-1.mid', 'path': 'SONATA_FACILE__FIRST_MOVEMENT.mid', 'checksum': '671cfdbcccce166aa770ef03161ebe65', 'status': 'downloaded'}]"
Sonata Facile - Third movement,W. A. Mozart (1756–1791),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/MozartWA/KV545/K545-3/K545-3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV545/K545-3/K545-3.mid', 'path': 'SONATA_FACILE__THIRD_MOVEMENT.mid', 'checksum': 'e0d5d7aa0e4814fa9bbc5587f6df72f2', 'status': 'downloaded'}]"
Gigue in G Major,W. A. Mozart (1756–1791),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV574/k574/k574.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV574/k574/k574.mid', 'path': 'GIGUE_IN_G_MAJOR.mid', 'checksum': '2086d9d3187e54cfe2f6d3616ebc1561', 'status': 'downloaded'}]"
Siciliano,A. E. Müller (1767–1817),Piano,Public Domain,https://www.mutopiaproject.org/ftp/MuellerAE/muller-siciliano/muller-siciliano.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MuellerAE/muller-siciliano/muller-siciliano.mid', 'path': 'SICILIANO.mid', 'checksum': '85b1fecbb3e4dfbde31fc1a58e044cb8', 'status': 'downloaded'}]"
Fugues on the Magnificat III. 7.,J. Pachelbel (1653–1706),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/PachelbelJ/fugue-3-7/fugue-3-7.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/PachelbelJ/fugue-3-7/fugue-3-7.mid', 'path': 'FUGUES_ON_THE_MAGNIFICAT_III_7.mid', 'checksum': 'cc817b3ad5704a19e1f5a4a20b05d0a8', 'status': 'downloaded'}]"
Afterwards,J. W. Mullen (?–?),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MullenJW/afterwards/afterwards.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MullenJW/afterwards/afterwards.mid', 'path': 'AFTERWARDS.mid', 'checksum': '54393fc5bdec191ab84032cbbb92d6a0', 'status': 'downloaded'}]"
Sonata Facile - Second movement,W. A. Mozart (1756–1791),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/MozartWA/KV545/K545-2/K545-2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV545/K545-2/K545-2.mid', 'path': 'SONATA_FACILE__SECOND_MOVEMENT.mid', 'checksum': 'e5f6d453b51f33156b6705fa33ba3d93', 'status': 'downloaded'}]"
Rondo,I. J. Pleyel (1757–1831),Piano,Public Domain,https://www.mutopiaproject.org/ftp/PleyelIJ/pleyel-menuett/pleyel-menuett.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/PleyelIJ/pleyel-menuett/pleyel-menuett.mid', 'path': 'RONDO.mid', 'checksum': 'b0aa3302f04b281ad5e338774be8ffe3', 'status': 'downloaded'}]"
Abendempfindung,W. A. Mozart (1756–1791),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV523/k523/k523.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV523/k523/k523.mid', 'path': 'ABENDEMPFINDUNG.mid', 'checksum': '1a2a9dc48256cdfab7d4da6f8c71b5d6', 'status': 'downloaded'}]"
Amaryllis,A. H. Pease (1838–1882),Piano,Public Domain,https://www.mutopiaproject.org/ftp/PeaseAH/amaryllis/amaryllis.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/PeaseAH/amaryllis/amaryllis.mid', 'path': 'AMARYLLIS.mid', 'checksum': '40bf1ea746d3a4f3486a29551fcb32e3', 'status': 'downloaded'}]"
Gondellied,D. Pejacsevich (1885–1923),Piano,Public Domain,https://www.mutopiaproject.org/ftp/PejacsevichD/O4/Gondellied/Gondellied.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/PejacsevichD/O4/Gondellied/Gondellied.mid', 'path': 'GONDELLIED.mid', 'checksum': 'df6f1391dd8a5d5379e4e84034c1039a', 'status': 'downloaded'}]"
Fantasia,W. A. Mozart (1756–1791),Piano Duet,Public Domain,https://www.mutopiaproject.org/ftp/MozartWA/KV594/Fantasia/Fantasia.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MozartWA/KV594/Fantasia/Fantasia.mid', 'path': 'FANTASIA.mid', 'checksum': '4b8839bf1d17269d678ebaf7753512cb', 'status': 'downloaded'}]"
What power art thou (King Arthur),H. Purcell (1658–1695),"Voice (Bass), Piano",Public Domain,https://www.mutopiaproject.org/ftp/PurcellH/Z628/WhatPowerArtThou/WhatPowerArtThou.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/PurcellH/Z628/WhatPowerArtThou/WhatPowerArtThou.mid', 'path': 'WHAT_POWER_ART_THOU_KING_ARTHUR.mid', 'checksum': '1270ab15803020c318c918fd8c2df45b', 'status': 'downloaded'}]"
