name,author,instruments,domain,file_urls,files
Preludio,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/08-preludio/08-preludio.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/08-preludio/08-preludio.mid', 'path': 'PRELUDIO.mid', 'checksum': '495a724bc5892de42621265045c34967', 'status': 'downloaded'}]"
Lualåt (The Mountaineer's Song),E. Grieg (1843–1907),Piano,Public Domain,https://www.mutopiaproject.org/ftp/GriegE/O73/7-MountaineersSong/7-MountaineersSong.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/GriegE/O73/7-MountaineersSong/7-MountaineersSong.mid', 'path': 'LUALT_THE_MOUNTAINEERS_SONG.mid', 'checksum': 'b647237090602cbf32950548fd55a943', 'status': 'downloaded'}]"
Ich liebe dich,E. Grieg (1843–1907),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/GriegE/O5/grieg-ich-liebe-dich/grieg-ich-liebe-dich.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/GriegE/O5/grieg-ich-liebe-dich/grieg-ich-liebe-dich.mid', 'path': 'ICH_LIEBE_DICH.mid', 'checksum': 'd225323ff0d5ab9cf8f734eb7df8ad2b', 'status': 'downloaded'}]"
Hjemkomst,E. Grieg (1843–1907),"Piano, Voice",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/GriegE/O58/Hjemkomst/Hjemkomst.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/GriegE/O58/Hjemkomst/Hjemkomst.mid', 'path': 'HJEMKOMST.mid', 'checksum': '9f1961cee6895185404e428328d93753', 'status': 'downloaded'}]"
Impertinence,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/06-impertinence/06-impertinence.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/06-impertinence/06-impertinence.mid', 'path': 'IMPERTINENCE.mid', 'checksum': 'feb5274fe87f911b374c208ef1a4d98f', 'status': 'downloaded'}]"
Wedding-day at Troldhaugen,E. Grieg (1843–1907),Piano,Public Domain,https://www.mutopiaproject.org/ftp/GriegE/O65/troldhaugen/troldhaugen.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/GriegE/O65/troldhaugen/troldhaugen.mid', 'path': 'WEDDINGDAY_AT_TROLDHAUGEN.mid', 'checksum': '632505246b0f6626165e59c2caa93524', 'status': 'downloaded'}]"
Concerto,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/07-concerto/07-concerto.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/07-concerto/07-concerto.mid', 'path': 'CONCERTO.mid', 'checksum': '0ba785f6be39ad9b5acb8c32dfcde464', 'status': 'downloaded'}]"
Menuet,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/12-menuet/12-menuet.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/12-menuet/12-menuet.mid', 'path': 'MENUET.mid', 'checksum': '7dca380a24bc1e341f92cf29511155b6', 'status': 'uptodate'}]"
Air,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/13-air/13-air.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/13-air/13-air.mid', 'path': 'AIR.mid', 'checksum': 'b134738d1c766cf9d97eaf3c565ac920', 'status': 'uptodate'}]"
Air,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/16-airmitvar/16-airmitvar.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/16-airmitvar/16-airmitvar.mid', 'path': 'AIR.mid', 'checksum': 'b134738d1c766cf9d97eaf3c565ac920', 'status': 'uptodate'}]"
Menuet II (Trio),G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/10-menuetii/10-menuetii.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/10-menuetii/10-menuetii.mid', 'path': 'MENUET_II_TRIO.mid', 'checksum': '3e8dd051ca6bb06a374786ebe7a06647', 'status': 'downloaded'}]"
Menuet II (Trio),G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/15-menuetii/15-menuetii.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/15-menuetii/15-menuetii.mid', 'path': 'MENUET_II_TRIO.mid', 'checksum': '343c247972af77a20e566847ec729199', 'status': 'downloaded'}]"
Passepied (et Menuet),G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/18-passepied/18-passepied.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/18-passepied/18-passepied.mid', 'path': 'PASSEPIED_ET_MENUET.mid', 'checksum': 'da06bd12cc2b05b7b84da52278c8926c', 'status': 'downloaded'}]"
Allemande,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/17-allemande/17-allemande.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/17-allemande/17-allemande.mid', 'path': 'ALLEMANDE.mid', 'checksum': '461532f585c2eb700db537dad3729cb7', 'status': 'downloaded'}]"
Menuet I,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/14-menueti/14-menueti.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/14-menueti/14-menueti.mid', 'path': 'MENUET_I.mid', 'checksum': '36d359642585a0f6c5fbe6c9a968756e', 'status': 'downloaded'}]"
Allegro,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/11-allegro/11-allegro.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/11-allegro/11-allegro.mid', 'path': 'ALLEGRO.mid', 'checksum': '058d973e107e21ecd3be4f35dd046a63', 'status': 'downloaded'}]"
Menuet (Trio),G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/19-menuet/19-menuet.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/19-menuet/19-menuet.mid', 'path': 'MENUET_TRIO.mid', 'checksum': '5f8e1f5414bcff5237bbdb39d06a9ae2', 'status': 'downloaded'}]"
"Signor, Signor, lasciate far a me (Serse)",G. F. Handel (1685–1759),"Voice (Bass), Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/HWV40/SignorSignorLasciateFarAMe/SignorSignorLasciateFarAMe.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/HWV40/SignorSignorLasciateFarAMe/SignorSignorLasciateFarAMe.mid', 'path': 'SIGNOR_SIGNOR_LASCIATE_FAR_A_ME_SERSE.mid', 'checksum': 'e4637371a6689f3f765e7f188b3c1b30', 'status': 'downloaded'}]"
Sonatina in B-flat Major,G. F. Handel (1685–1759),Piano,Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/HWV585/sonatina-in-b-flat-major/sonatina-in-b-flat-major.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/HWV585/sonatina-in-b-flat-major/sonatina-in-b-flat-major.mid', 'path': 'SONATINA_IN_BFLAT_MAJOR.mid', 'checksum': '3493650f5f2a72425d35afe01683a751', 'status': 'downloaded'}]"
Sonatina,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/20-sonatina/20-sonatina.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/20-sonatina/20-sonatina.mid', 'path': 'SONATINA.mid', 'checksum': 'ed82ade9aeccc7a531e6918c020b2549', 'status': 'downloaded'}]"
Menuet I,G. F. Handel (1685–1759),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/09-menueti/09-menueti.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/Aylesford/09-menueti/09-menueti.mid', 'path': 'MENUET_I.mid', 'checksum': '1d8b7524de790e72430b345bda36f6dc', 'status': 'downloaded'}]"
"Sonate I, II - Menuetto",F. J. Haydn (1732–1809),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-ii-menuet-trio/hob-xvi-27-ii-menuet-trio.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-ii-menuet-trio/hob-xvi-27-ii-menuet-trio.mid', 'path': 'SONATE_I_II__MENUETTO.mid', 'checksum': '06d6843da84b5634f7341761ae667b44', 'status': 'downloaded'}]"
La Réjouissance des Feux d'Artifice Royaux (Royal Fireworks),G. F. Handel (1685–1759),"Trumpet, Organ/Piano",Public Domain,https://www.mutopiaproject.org/ftp/HandelGF/BWV351/LaRej/LaRej.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HandelGF/BWV351/LaRej/LaRej.mid', 'path': 'LA_RJOUISSANCE_DES_FEUX_DARTIFICE_ROYAUX_ROYAL_FIREWORKS.mid', 'checksum': 'c25f8ddadb486166451081edec629026', 'status': 'downloaded'}]"
"Sonate I, III - Presto",F. J. Haydn (1732–1809),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-iii-presto/hob-xvi-27-iii-presto.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-iii-presto/hob-xvi-27-iii-presto.mid', 'path': 'SONATE_I_III__PRESTO.mid', 'checksum': 'a655f18b7f1dffd2a5abe4213e6460c9', 'status': 'downloaded'}]"
Im Volkston,E. Hildach (1849–1924),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/HildachE/O13/hildach-im-volkston/hildach-im-volkston.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HildachE/O13/hildach-im-volkston/hildach-im-volkston.mid', 'path': 'IM_VOLKSTON.mid', 'checksum': 'ab91f42f536f753e76fddcef181ef506', 'status': 'downloaded'}]"
"Sonate II, II - Menuetto",F. J. Haydn (1732–1809),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-ii-menuetto/hob-xvi-28-ii-menuetto.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-ii-menuetto/hob-xvi-28-ii-menuetto.mid', 'path': 'SONATE_II_II__MENUETTO.mid', 'checksum': '07dc901400e79b6c086d59a29dea7ba8', 'status': 'downloaded'}]"
"Sonate II, III - Presto",F. J. Haydn (1732–1809),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-iii-presto/hob-xvi-28-iii-presto.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-iii-presto/hob-xvi-28-iii-presto.mid', 'path': 'SONATE_II_III__PRESTO.mid', 'checksum': '8d618960a55c1a5e1a2471dba8368e8a', 'status': 'downloaded'}]"
The Three Fishers,J. Hullah (1812–1884),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/HullahJ/fish/fish.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HullahJ/fish/fish.mid', 'path': 'THE_THREE_FISHERS.mid', 'checksum': '7d6551a147cf182be40704e3ebfd95d6', 'status': 'downloaded'}]"
The Storm,J. Hullah (1812–1884),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/HullahJ/storm/storm.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HullahJ/storm/storm.mid', 'path': 'THE_STORM.mid', 'checksum': '2a2606121badc6dd2e2b12e4b47bc23b', 'status': 'downloaded'}]"
Dyfrdwy,J. Jeffreys (1718–1798),Quartet and Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/JeffreysJ/dyfrdwy/dyfrdwy.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JeffreysJ/dyfrdwy/dyfrdwy.mid', 'path': 'DYFRDWY.mid', 'checksum': '5545cb228e7f1604658c9f99850c5c03', 'status': 'downloaded'}]"
"Sonate I, I - Allegro con brio",F. J. Haydn (1732–1809),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-i-allegro-con-brio/hob-xvi-27-i-allegro-con-brio.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-27/hob-xvi-27-i-allegro-con-brio/hob-xvi-27-i-allegro-con-brio.mid', 'path': 'SONATE_I_I__ALLEGRO_CON_BRIO.mid', 'checksum': '744aee5d884354226a2aab9ccff0f2cf', 'status': 'downloaded'}]"
"Sonate II, I - Allegro moderato",F. J. Haydn (1732–1809),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-i-allegro-moderato/hob-xvi-28-i-allegro-moderato.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HaydnFJ/HOB-XVI-28/hob-xvi-28-i-allegro-moderato/hob-xvi-28-i-allegro-moderato.mid', 'path': 'SONATE_II_I__ALLEGRO_MODERATO.mid', 'checksum': 'e5db08bf8cda15647ac0dd4507ff4685', 'status': 'downloaded'}]"
A Child's Wish,G. K. Iliev (1977–),Piano,Creative Commons Attribution 3.0,https://www.mutopiaproject.org/ftp/IlievGK/A_Childs_Wish/A_Childs_Wish.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/IlievGK/A_Childs_Wish/A_Childs_Wish.mid', 'path': 'A_CHILDS_WISH.mid', 'checksum': 'e17ae4d7ae09628590c61ae7dd531a2c', 'status': 'downloaded'}]"
Possum And Taters,C. Hunter (1876–1906),Piano,Public Domain,https://www.mutopiaproject.org/ftp/HunterC/PossumAndTaters/PossumAndTaters.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HunterC/PossumAndTaters/PossumAndTaters.mid', 'path': 'POSSUM_AND_TATERS.mid', 'checksum': '43f8dc51353253b99835cc923c221573', 'status': 'downloaded'}]"
All My Heart This Night Rejoices,C. E. Horsley (1822–1876),Voice (SATB) and Organ or Piano,Public Domain,https://www.mutopiaproject.org/ftp/HorsleyCE/all-my-heart/all-my-heart.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/HorsleyCE/all-my-heart/all-my-heart.mid', 'path': 'ALL_MY_HEART_THIS_NIGHT_REJOICES.mid', 'checksum': '43412eb46a1867892852d78cfa283ad0', 'status': 'downloaded'}]"
Wall Street Rag,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/WallStreetRag/WallStreetRag.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/WallStreetRag/WallStreetRag.mid', 'path': 'WALL_STREET_RAG.mid', 'checksum': '3090cfe43233fda4b275dccee7a5970f', 'status': 'downloaded'}]"
The Strenuous Life,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/TheStrenuousLife/TheStrenuousLife.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/TheStrenuousLife/TheStrenuousLife.mid', 'path': 'THE_STRENUOUS_LIFE.mid', 'checksum': '260c6174800a36b429d28e92d260975a', 'status': 'downloaded'}]"
Something Doing,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/SomethingDoing/SomethingDoing.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/SomethingDoing/SomethingDoing.mid', 'path': 'SOMETHING_DOING.mid', 'checksum': '3332cc271ab512e107c64e659ac1d7b8', 'status': 'downloaded'}]"
A Breeze From Alabama,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/a-breeze-from-alabama/a-breeze-from-alabama.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/a-breeze-from-alabama/a-breeze-from-alabama.mid', 'path': 'A_BREEZE_FROM_ALABAMA.mid', 'checksum': '8d30c8a72d0981d81a3acdd21a0c0dc1', 'status': 'downloaded'}]"
Bethena,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/bethena/bethena.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/bethena/bethena.mid', 'path': 'BETHENA.mid', 'checksum': 'b79307381722fc5d47bb4200b068cbcb', 'status': 'downloaded'}]"
Elite Syncopations,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/EliteSyncopations/EliteSyncopations.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/EliteSyncopations/EliteSyncopations.mid', 'path': 'ELITE_SYNCOPATIONS.mid', 'checksum': '8e0b3139e3ed012ce069d5145551f1b3', 'status': 'downloaded'}]"
Pineapple Rag,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/PineappleRag/PineappleRag.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/PineappleRag/PineappleRag.mid', 'path': 'PINEAPPLE_RAG.mid', 'checksum': 'f30df744f2df0e1a55487bf2b0a5e974', 'status': 'downloaded'}]"
Magnetic Rag,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/magnetic/magnetic.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/magnetic/magnetic.mid', 'path': 'MAGNETIC_RAG.mid', 'checksum': 'df1aeb2e66711f4d293ac6108b2f8eb5', 'status': 'downloaded'}]"
Original Rags,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/original/original.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/original/original.mid', 'path': 'ORIGINAL_RAGS.mid', 'checksum': '9febf4c6fd944948bb961836e4986516', 'status': 'downloaded'}]"
Peacherine Rag,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/peacherine/peacherine.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/peacherine/peacherine.mid', 'path': 'PEACHERINE_RAG.mid', 'checksum': '8984335dacfc01bbfcda04efa749a5e1', 'status': 'downloaded'}]"
Maple Leaf Rag,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/maple/maple.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/maple/maple.mid', 'path': 'MAPLE_LEAF_RAG.mid', 'checksum': '9b17d47d1dc386efc0b8b3cd1feda9cb', 'status': 'downloaded'}]"
Eugenia,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/eugenia/eugenia.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/eugenia/eugenia.mid', 'path': 'EUGENIA.mid', 'checksum': 'efb8554caf468d6dda230fe2c5558b35', 'status': 'downloaded'}]"
Sugar Cane,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/sugar-cane/sugar-cane.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/sugar-cane/sugar-cane.mid', 'path': 'SUGAR_CANE.mid', 'checksum': 'ddff502bcd258963b98a47d1fa3c2364', 'status': 'downloaded'}]"
Search-Light Rag,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/search/search.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/search/search.mid', 'path': 'SEARCHLIGHT_RAG.mid', 'checksum': '24cf550e499796c1cd95f568d0725980', 'status': 'downloaded'}]"
Ladoiska,Kruetzer (?–?),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Kruetzer/lodiska/lodiska.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Kruetzer/lodiska/lodiska.mid', 'path': 'LADOISKA.mid', 'checksum': 'a901f68831413bba3d82f2df8ecdf246', 'status': 'downloaded'}]"
The Entertainer,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/entertainer/entertainer.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/entertainer/entertainer.mid', 'path': 'THE_ENTERTAINER.mid', 'checksum': 'dd4ef23a3d87c377ba74fcd186abdb1f', 'status': 'downloaded'}]"
Prelude,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/KumarR/ailed/ailed.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/ailed/ailed.mid', 'path': 'PRELUDE.mid', 'checksum': '98abb2fff7697d1f76568fbf51ef8fc5', 'status': 'uptodate'}]"
Solace,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/solace/solace.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/solace/solace.mid', 'path': 'SOLACE.mid', 'checksum': '3827ac3a9390fa35912ea9a0ef32df97', 'status': 'downloaded'}]"
Sonatine I - Andante,F. Kuhlau (1786–1832),Piano,Public Domain,https://www.mutopiaproject.org/ftp/KuhlauF/O20/sonatine-1-andante/sonatine-1-andante.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KuhlauF/O20/sonatine-1-andante/sonatine-1-andante.mid', 'path': 'SONATINE_I__ANDANTE.mid', 'checksum': '4b0acacd2da9b5a885c5398369e79fed', 'status': 'downloaded'}]"
Jumelle qui joue,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/KumarR/jeanne/jeanne.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/jeanne/jeanne.mid', 'path': 'JUMELLE_QUI_JOUE.mid', 'checksum': '457604f0a487a9ebb244eb861c1fdd25', 'status': 'downloaded'}]"
The Easy Winners,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/winners/winners.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/winners/winners.mid', 'path': 'THE_EASY_WINNERS.mid', 'checksum': '754333dd2dea92a25f99e0da85cd02d6', 'status': 'downloaded'}]"
Flat,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/KumarR/flat/flat.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/flat/flat.mid', 'path': 'FLAT.mid', 'checksum': 'c7a6d579f5f7963fd15c16a2f463e232', 'status': 'downloaded'}]"
Unfixed,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/KumarR/unfixed/unfixed.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/unfixed/unfixed.mid', 'path': 'UNFIXED.mid', 'checksum': 'd2e9f41969e9e669f69fc9fa5d9908b3', 'status': 'downloaded'}]"
Sonatine I - Rondo,F. Kuhlau (1786–1832),Piano,Public Domain,https://www.mutopiaproject.org/ftp/KuhlauF/O20/sonatine-1-rondo/sonatine-1-rondo.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KuhlauF/O20/sonatine-1-rondo/sonatine-1-rondo.mid', 'path': 'SONATINE_I__RONDO.mid', 'checksum': '50ec8bd4b054dadeb39a0a577050ba74', 'status': 'downloaded'}]"
Sonatine I - Allegro,F. Kuhlau (1786–1832),Piano,Public Domain,https://www.mutopiaproject.org/ftp/KuhlauF/O20/sonatine-1-allegro/sonatine-1-allegro.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KuhlauF/O20/sonatine-1-allegro/sonatine-1-allegro.mid', 'path': 'SONATINE_I__ALLEGRO.mid', 'checksum': '30ae3fa922f5f52c5307ac62c66149c5', 'status': 'downloaded'}]"
Valse,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/KumarR/valse/valse.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/valse/valse.mid', 'path': 'VALSE.mid', 'checksum': 'cae89e43f5127112cf8ee0a2252d4e0a', 'status': 'downloaded'}]"
Sun Flower Slow Drag,S. Joplin (1868–1917),Piano,Public Domain,https://www.mutopiaproject.org/ftp/JoplinS/sun-flower-slow-drag/sun-flower-slow-drag.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/JoplinS/sun-flower-slow-drag/sun-flower-slow-drag.mid', 'path': 'SUN_FLOWER_SLOW_DRAG.mid', 'checksum': 'ebe50f9ed453a348f2712dbe52783d3d', 'status': 'downloaded'}]"
Lace,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/KumarR/lace/lace.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/lace/lace.mid', 'path': 'LACE.mid', 'checksum': '1c22899f1724a8c9defc61c03a5b7e77', 'status': 'downloaded'}]"
Gavotte,G. B. Martini (1706–1784),"Piano, Violin",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/MartiniGB/Gavotte/Gavotte.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/MartiniGB/Gavotte/Gavotte.mid', 'path': 'GAVOTTE.mid', 'checksum': '8e0e306b7d143955459d106913f1ba4d', 'status': 'uptodate'}]"
The Old Oaken Bucket,G. F. Kiallmark (1804–1887),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/KiallmarkGF/oakbucket/oakbucket.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KiallmarkGF/oakbucket/oakbucket.mid', 'path': 'THE_OLD_OAKEN_BUCKET.mid', 'checksum': '63b58a08263ea657f1509faa5e96131d', 'status': 'downloaded'}]"
Lani,R. Kumar (1988–),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/KumarR/lani/lani.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/KumarR/lani/lani.mid', 'path': 'LANI.mid', 'checksum': 'd978a37b07cee69e6705cf6ef871c7cf', 'status': 'downloaded'}]"
"Consolation, S.172 No.1",F. Liszt (1811–1886),Piano,Creative Commons Attribution 3.0,https://www.mutopiaproject.org/ftp/LisztF/S.172/liszt-consolation-no1/liszt-consolation-no1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/LisztF/S.172/liszt-consolation-no1/liszt-consolation-no1.mid', 'path': 'CONSOLATION_S172_NO1.mid', 'checksum': '13a7ad592c0233cbe7fe6b5caaa312f9', 'status': 'downloaded'}]"
"Consolation, S.172 No.4",F. Liszt (1811–1886),Piano,Creative Commons Attribution 3.0,https://www.mutopiaproject.org/ftp/LisztF/S.172/liszt-consolation-no4/liszt-consolation-no4.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/LisztF/S.172/liszt-consolation-no4/liszt-consolation-no4.mid', 'path': 'CONSOLATION_S172_NO4.mid', 'checksum': '0aa1f6a54d19f34b2d8bf4fb9c44abb9', 'status': 'downloaded'}]"
